,document,spac_doc,token_doc
303,편하고 좋아요 깔창은 끼고 신어야 아플거같습니다 허리사이즈는 엘르 기능을 노와이어라,편하고 좋아요 깔창은 끼고 신어야 아플거 같습니다 허리 사이즈는 엘르 기능을 노와이어라,"['편하다', '좋다', '깔창', '신어', '아프다', '허리', '사이즈', '기능']"
304,너무 이뻐요 좋아요 이거 기본템으로 그리고 함께보내주신 스티커도 맘에들어요 디자인컬러,너무 이 뻐요 좋아요 이 거 기본템으로 그리고 함께 보내주신 스티커도 맘에 들어 요 디자인 컬러,"['좋다', '보내다', '디자인', '컬러']"
305,훨씬 좋습니다 이쁘고 실물이 색감도 후회한 없는 상품입니다 구매하고 친구들에게도,훨씬 좋습니다 이쁘고 실물이 색감도 후회한 없는 상품입니다 구매하고 친구들에게도,"['좋다', '예쁘다', '실물', '색감', '후회', '상품', '구매', '친구']"
306,사이즈 좋습니다 입기 이너로 맞고 적당히 여유있게 핏하게 돌려가며 맞습니다,사이즈 좋습니다 입 기 이너로 맞고 적당히 여유 있게 핏하게 돌려가며 맞습니다,"['사이즈', '좋다', '맞다', '적당하다', '여유', '돌리다', '맞다']"
307,핏도 좋고 입기좋고 이쁩니다 여름에 두께감도,핏도 좋고 입기 좋고 이쁩니다 여름에 두께감도,"['좋다', '입다', '좋다', '예쁘다', '여름', '두께', '감다']"
308,완전 평범하지 튀지 정핏이에요 않으면서 않아서 빠르고 배송 마음에 들어요,완전 평범하지 튀지 정핏이에 요 않으면서 않아서 빠르고 배송 마음에 들어요,"['평범하다', '튀다', '빠르다', '배송', '마음']"
309,핏이 옷은 그냥 집에서만 조아요 제일좋네요ㅜ 저한테는 시원하고 반팔중에 입는데,핏이 옷은 그냥 집에서만 조아 요 제일 좋네요 ㅜ 저한테는 시원하고 반팔 중에 입는 데,"['좋다', '좋다', '시원하다', '입다']"
310,이쁘고 색도 사이즈도 빨라요 배송도 맞고 만족합니다,이쁘고 색도 사이즈도 빨라 요 배송도 맞고 만족합니다,"['예쁘다', '색도', '사이즈', '빠르다', '배송', '맞다', '만족하다']"
311,지금 적당할 입기에 않아서 두께가 두껍지 같습니다,지금 적당할 입기에 않아서 두께가 두껍지 같습니다,"['적당하다', '입다', '두께', '두껍다']"
312,들어요 디자인도 마음에 잘입을게요 사이즈도잘맞고 편리해서 크지 미니멀해서 않지만 좋아요,들어요 디자인도 마음에 잘 입을 게요 사이즈도 잘 맞고 편리해서 크지 미니멀해서 않지만 좋아요,"['디자인', '마음', '자다', '게요', '사이즈', '자다', '맞다', '편리하다', '크다', '미니', '멀다', '좋다']"
313,예뻐요 좋을거 조금 아주 실제로보니 만족합니다 데일리로 다니기 넓은게 그렇지만,예뻐요 좋을 거 조금 아주 실제로 보니 만족합니다 데일리로 다니기 넓은 게 그렇지만,"['예쁘다', '좋다', '아주', '실제', '만족하다', '일리', '다니다', '넓다']"
314,편하고 사이즈 좋아여가볍고 잘신을게요 입니다입기 맞네요 넉넉한 너무이뻐요,편하고 사이즈 좋아 여가볍고 잘신을 게요 입니다 입기 맞네요 넉넉한 너무 이뻐요,"['편하다', '사이즈', '좋다', '가볍다', '신다', '게요', '입다', '맞다', '넉넉하다', '예쁘다']"
315,편하게 짧은걸 짧아서 좋아요 선호하는데 들고 다니기 길이가,편하게 짧은 걸 짧아서 좋아요 선호하는데 들 고 다니기 길이가,"['편하다', '짧다', '짧다', '좋다', '선호', '다니다', '길이']"
316,예쁘고 색감이 빠르고 배송이 만족합니다 꼼꼼해서,예쁘고 색감이 빠르고 배송이 만족합니다 꼼꼼해서,"['예쁘다', '색감', '빠르다', '배송', '만족하다', '꼼꼼하다']"
317,좋아요 여름에 얇아서 햇빛가리개용으로 자외선이강한 반팔이어서 시원할듯합니다 오버핏 입고다닐 반팔티로,좋아요 여름에 얇아서 햇빛 가리 개용으로 자외선이 강한 반팔이어서 시원할 듯합니다 오버핏 입고 다닐 반팔 티로,"['좋다', '여름', '얇다', '햇빛', '가리다', '강하다', '시원하다', '오버핏', '입다', '다니다']"
318,저렴하게 재구매입니다 샀어요 빠르고 배송도,저렴하게 재 구매입니다 샀어요 빠르고 배송도,"['저렴하다', '구매', '사다', '빠르다', '배송']"
319,듭니다 맘에 거보다 파랑색 근데 느낌이지만 추천 쨍한 분홍색은 생각했던,듭니다 맘에 거보다 파랑색 근데 느낌이지만 추천 쨍 한 분홍색은 생각했던,"['듭니', '느낌', '추천', '분홍색', '생각']"
320,좋아요 색감도 사이즈도 착하구요 잘맞고 가격도 힘은 초록초록 잘가요 옷에,좋아요 색감도 사이즈도 착 하구요 잘 맞고 가격도 힘은 초록 초록 잘 가요 옷에,"['좋다', '색감', '사이즈', '자다', '맞다', '가격', '자다']"
321,편하게 좋아요 좋고 입을수잇어 이뻐요 디자인도 가성비가,편하게 좋아요 좋고 입을 수 잇어 이 뻐요 디자인도 가성비가,"['편하다', '좋다', '좋다', '디자인', '가성비']"
322,너무 들어요 마음에 예뻐요 패션에 되요 여름 포인트가 바지는 바지,너무 들어 요 마음에 예뻐요 패션에 되요 여름 포인트가 바지는 바지,"['마음', '예쁘다', '여름', '포인트', '바지', '바지']"
323,역시 사이즈 배송 모두만족입니다 일꼬르소입니다 닥터마틴상품입니다,역시 사이즈 배송 모두 만족입니다 일 꼬르소입니다 닥터마틴 상품입니다,"['사이즈', '배송', '만족', '상품']"
324,티셔츠에요 좋아서 재질이 입을 오래 기본 같은,티셔츠에 요 좋아서 재질이 입을 오래 기본 같은,"['티셔츠', '좋다', '재질', '오래', '기본']"
325,핏도 좋아서 좋고 입고 아주 색감도 다닐 같아요,핏도 좋아서 좋고 입고 아주 색감도 다닐 같아요,"['좋다', '좋다', '입다', '아주', '색감', '다니다']"
326,자주 있습니다 편해서 편해요 발이 신게 구매하고 무신사가 저렴해서 제일,자주 있습니다 편해서 편해요 발이 신게 구매하고 무신사가 저렴해서 제일,"['자주', '편하다', '편하다', '신다', '구매', '무신', '저렴하다']"
327,좋은 좋네요 제품 가격에 저렴한 되어 기분이 구매하게 편하게 입고,좋은 좋네요 제품 가격에 저렴한 되어 기분이 구매하게 편하게 입고,"['좋다', '좋다', '제품', '가격', '저렴하다', '기분', '구매', '편하다', '입다']"
328,이쁘고 마음에 들어요 쨍한게 아니여서 디자인 노랑색이 너무 화면과 할인해서,이쁘고 마음에 들어 요 쨍한 게 아니여서 디자인 노랑색이 너무 화면과 할인해서,"['예쁘다', '마음', '디자인', '화면', '할인']"
329,색감도 사이즈 마음에 아이한테 받아서 맞아요 듭니다아아 좋고 전체적으로 알맞고,색감도 사이즈 마음에 아이한테 받아서 맞아요 듭니다아아 좋고 전체적으로 알맞고,"['색감', '사이즈', '마음', '맞다', '좋다', '전체', '알맞다']"
330,좋아요 좋습니다 시원하고 생각보다 이긴한데 목이 부드러워서 만듦새가 가격대비,좋아요 좋습니다 시원하고 생각보다 이긴 한데 목이 부드러워서 만 듦새가 가격 대비,"['좋다', '좋다', '시원하다', '생각', '이기다', '부드럽다', '가격', '대비']"
331,마음에 저렴하게 있어서 여자친구 사줬는데 무신사에서는 듭니다 들어하네요 구입할,마음에 저렴하게 있어서 여자친구 사줬는데 무신사에서는 듭니다 들어 하네요 구입할,"['마음', '저렴하다', '여자친구', '사주다', '무신', '에서는', '듭니', '구입']"
332,좋고 저렴하게 같아요 지성피부에게 좋은어 세일해서 샀읍니다 발림성 파는 진짜,좋고 저렴하게 같아 요 지성 피부에게 좋은 어 세일해서 샀읍니다 발림성 파는 진짜,"['좋다', '저렴하다', '피부', '좋다', '일해', '사다', '발림']"
333,적당하고 저렴하게 샀어요 사이즈도 가볍네요,적당하고 저렴하게 샀어요 사이즈도 가볍네요,"['적당하다', '저렴하다', '사다', '사이즈', '가볍다']"
334,입을 ㅎㅎ 학교갈 찾고있었는데 잘입을게요 싸게 바람막이 롱슬리브 데일리로 귀엽네요,입을 ㅎㅎ 학교 갈 찾고 있었는데 잘 입을 게요 싸게 바람막이 롱슬리브 데일리로 귀엽네요,"['갈다', '찾다', '자다', '게요', '싸다', '바람막이', '슬리브', '일리', '귀엽다']"
335,핏도 편하게 좋아요 입고다니기 예쁘고 예뻐요 색감도,핏도 편하게 좋아요 입고 다니기 예쁘고 예뻐요 색감도,"['편하다', '좋다', '입다', '다니다', '예쁘다', '예쁘다', '색감']"
336,너무 이쁩니다 그렇고 핏이 좋습니나 하나더살려구요 이쁜거같아요 내피는 진짜 제거후,너무 이쁩니다 그렇고 핏이 좋습니나 하나 더 살려 구요 이쁜 거 같아 요 내피는 진짜 제거 후,"['예쁘다', '좋다', '살리다', '구요', '예쁘다']"
337,좋네요 하나 품절될줄알았으면 굉장히 저렴해서샀는데 옷입니다 더살껄요 되게 따뜻한 보시면,좋네요 하나 품절될 줄 알았으면 굉장히 저렴해서 샀는데 옷입니다 더 살 껄요 되게 따뜻한 보시면,"['좋다', '품절', '굉장하다', '저렴하다', '사다', '되게', '따뜻하다']"
338,색감이 마음에 듭니다 적당하고 사이즈도 무엇보다 맞고 넉넉하게 깊이도 착화감도,색감이 마음에 듭니다 적당하고 사이즈도 무엇보다 맞고 넉넉하게 깊이도 착화감도,"['색감', '마음', '듭니', '적당하다', '사이즈', '맞다', '넉넉하다', '깊이', '감다']"
339,좋습니다 입고 여름에 크게 다니기 좋을 얇아서 같습니다걸을 않아서 소리가,좋습니다 입고 여름에 크게 다니기 좋을 얇아서 같습니다 걸을 않아서 소리가,"['좋다', '입다', '여름', '크게', '다니다', '좋다', '얇다', '소리']"
340,입을 여름에 같아요 컬러 적당해서 있을 시원하게 무난하고 딱이고 두께도,입을 여름에 같아 요 컬러 적당해서 있을 시원하게 무난하고 딱이고 두께도,"['여름', '컬러', '적당하다', '시원하다', '무난', '딱이다', '두께']"
341,하는 폭신폭신 편해요 있음 없고 아주 신발이 발까짐도 바람은 만족합니다,하는 폭신폭신 편해요 있음 없고 아주 신발이 발까짐도 바람은 만족합니다,"['편하다', '아주', '신발', '바람', '만족하다']"
342,파데가 커버력도 괜찮고 그리고 드네용 듭니당 듯해용 마음에 맘에 무너지는,파데가 커버력도 괜찮고 그리고 드네용 듭니 당 듯해 용 마음에 맘에 무너지는,"['파다', '커버', '괜찮다', '마음']"
343,핏이라 편하게 짧은 집에 저한테는 있을거 입을 없었는데 아주 살짝,핏이라 편하게 짧은 집에 저한테는 있을 거 입을 없었는데 아주 살짝,"['편하다', '짧다', '아주', '살짝']"
344,이뻐요 너무 포인트로 인형 달면 귀여워요 가방에 여러분 실물을 사진에서,이 뻐요 너무 포인트로 인형 달면 귀여워요 가방에 여러분 실물을 사진에서,"['포인트', '귀엽다', '가방', '실물', '사진']"
345,편하게 좋아요색상도 좋구요 있어서 입을수 문안하니,편하게 좋아 요 색상도 좋구요 있어서 입을 수 문 안 하니,"['편하다', '좋다', '색상', '좋다', '하니']"
346,아주 생각보다 좋아요 따뜻합니다 이너패딩으로 활용도가 포인트 입어보는데 신슐레이트 처음,아주 생각보다 좋아요 따뜻합니다 이너 패딩으로 활용도가 포인트 입어보는데 신슐레이트 처음,"['아주', '생각', '좋다', '따뜻하다', '패딩', '용도', '포인트', '입어보다', '처음']"
347,좋아요 편하게 입기 너무 늘어나서 보드랍고 수련할때 좋아요색감도 좋고 일단,좋아요 편하게 입 기 너무 늘어나서 보드랍고 수련할 때 좋아 요색감도 좋고 일단,"['좋다', '편하다', '늘어나다', '보드랍다', '좋다', '색감', '좋다']"
348,핏이 좋아요 적당하고 입기 이뻐서 색감이 밝고,핏이 좋아요 적당하고 입기 이 뻐서 색감이 밝고,"['좋다', '적당하다', '입다', '색감', '밝다']"
349,구매했어요 맘에 들어 들어서 너무 입을게용 무난한 파랑사고 그레이 하나,구매했어요 맘에 들어 들어서 너무 입을 게 용 무난한 파랑 사고 그레이 하나,"['구매', '들어서다', '무난', '파랑', '사고', '그레이']"
350,같아요 입기 좋을거 가을 부담없이 통기성이 좋어서 겨울에 이쁩니다 유니크하게,같아 요 입기 좋을 거 가을 부담 없이 통기성이 좋어서 겨울에 이쁩니다 유니크하게,"['입다', '좋다', '가을', '부담', '좋다', '겨울', '예쁘다', '유니크']"
351,쿨탠다드라 좋을 입기 여름에 얇아서 시원하게 같네요,쿨탠다드라 좋을 입기 여름에 얇아서 시원하게 같네요,"['좋다', '입다', '여름', '얇다', '시원하다']"
352,했는데 핏도 좋고 이뻐요 사이즈도 맘에 많이 듭니다 너무 고민을,했는데 핏도 좋고 이 뻐요 사이즈도 맘에 많이 듭니다 너무 고민을,"['좋다', '사이즈', '듭니', '고민']"
353,핏도 좋습니다 좋고 재질도 이쁘네요 색감이 봄에 딱어울립니다 너무,핏도 좋습니다 좋고 재질도 이 쁘네요 색감이 봄에 딱 어울립니 다 너무,"['좋다', '좋다', '재질', '예쁘네', '색감', '어울리다']"
354,핏이 진짜 정말 자주 입게 이뻐요 색감도 맘에들고 되네요,핏이 진짜 정말 자주 입게 이 뻐요 색감도 맘에 들고 되네요,"['자주', '입다', '색감']"
355,핏도 탄탄하고 좋은 좋아요 입기 원단도 슬랙스입니다 무난하게,핏도 탄탄하고 좋은 좋아요 입기 원단도 슬랙스입니다 무난하게,"['탄탄하다', '좋다', '좋다', '입다', '원단', '무난']"
356,샀는데 만족합니다 싸게 세럼이라 빨르네요촉촉한 배송까지 트렌디하게느껴지네요 너무 이번에 느낌이라,샀는데 만족합니다 싸게 세럼이라 빨르네요 촉촉한 배송까지 트렌디하게 느껴지네요 너무 이번에 느낌이라,"['사다', '만족하다', '싸다', '빠르다', '촉촉하다', '배송', '트렌디', '느껴지다', '느낌']"
357,좋은 입기 같아요 탄탄하고 입을게요 색은 상세설명이랑 무난하게 맛에 똑같아요,좋은 입기 같아 요 탄탄하고 입을 게요 색은 상세 설명이랑 무난하게 맛에 똑같아요,"['좋다', '입다', '탄탄하다', '게요', '상세', '설명', '무난', '똑같다']"
358,디자인도 예쁘고 굿굿 생각했던대로 유니크하네요 근데좀 너무 너무이뿌네요사이즈도 딱맞아요신발가 맘에들어용,디자인도 예쁘고 굿굿 생각했던 대로 유니크 하네요 근데 좀 너무 너무이 뿌네요 사이즈도 딱 맞아요 신발가 맘에 들어용,"['디자인', '예쁘다', '굿굿', '생각', '유니크', '사이즈', '맞다', '신발']"
359,핏도 이뻐요 색상 이쁘구그레이버 ㅏ맘에들어요 티셔츠는 살아납니다 레드색상이 그덕분에 강렬하기도,핏도 이 뻐요 색상 이쁘구 그레이버 ㅏ맘에 들어 요 티셔츠는 살아납니다 레드 색상이 그 덕분에 강렬하기도,"['색상', '예쁘다', '그레이', '티셔츠', '레드', '색상', '덕분']"
360,할인 좋은 정말 이뻐요 구했어요 구매했는데 가격에,할인 좋은 정말 이 뻐요 구했어요 구매했는데 가격에,"['할인', '좋다', '구매', '가격']"
361,들어요 아주 맘에 귀여워요사이즈도 너무 앙증맞고 베이지 짙은 좋습니다 유니크하고,들어요 아주 맘에 귀여워요 사이즈도 너무 앙증 맞고 베이지 짙은 좋습니다 유니크하고,"['아주', '귀엽다', '사이즈', '앙증', '맞다', '베이지', '짙다', '좋다', '유니크']"
362,크기도 좋아요 좋고 이쁘고 만족했어요 만족합니다 너무,크기도 좋아요 좋고 이 쁘고 만족했어요 만족합니다 너무,"['크기', '좋다', '좋다', '만족하다', '만족하다']"
363,맘에 들어요 디자인도 핏되게 맞아요색상 적당하고 이쁘네요레터 길이도 깔끔해서 괜찮고,맘에 들어 요 디자인도 핏되게 맞아 요 색상 적당하고 이쁘네요 레터 길이도 깔끔해서 괜찮고,"['디자인', '핏되', '맞다', '색상', '적당하다', '예쁘다', '레터링', '길이', '깔끔하다', '괜찮다']"
364,마음에 들어요 샀는데 사막여우랑 곰이 귀여워요 아기랑 좋네요 그래도 늦었지만,마음에 들어 요 샀는데 사막 여우랑 곰이 귀여워요 아기랑 좋네요 그래도 늦었지만,"['마음', '사다', '귀엽다', '아기', '좋다', '늦다']"
365,예쁘고 빠르고 배송도 마음에 디테일이 듭니다,예쁘고 빠르고 배송도 마음에 디테일이 듭니다,"['예쁘다', '빠르다', '배송', '마음', '디테일', '듭니']"
366,쨍한게 지금 좋아요 입기 이쁘고 아주 생각보다 색상이 두꺼워서 너무,쨍한 게 지금 좋아요 입 기 이 쁘고 아주 생각보다 색상이 두꺼워서 너무,"['좋다', '아주', '생각', '색상', '두껍다']"
367,편해서 좋아요 자주 있습니다 입고 맘에 디자인 들고,편해서 좋아요 자주 있습니다 입고 맘에 디자인 들고,"['편하다', '좋다', '자주', '입다', '디자인']"
368,너무 코디하기 좋아요 적당해서 입어도 이쁘고 와이드감도 어디에나 색감이,너무 코디하기 좋아요 적당해서 입어도 이 쁘고 와이드 감도 어디에나 색감이,"['코디', '좋다', '적당하다', '입다', '와이드', '감다', '색감']"
369,핏도 좋아요 좋고 재질도 입기 이너로 얇아서 마음에 듭니다,핏도 좋아요 좋고 재질도 입기 이너로 얇아서 마음에 듭니다,"['좋다', '좋다', '재질', '입다', '얇다', '마음', '듭니']"
370,이쁩니다 많이 굉장히 실밥이 붙어잇더라구요옷은 힙하고 커요 입으면 사이즈는 흐르는듯한,이쁩니다 많이 굉장히 실밥이 붙어 잇더라구요 옷은 힙하고 커요 입으면 사이즈는 흐르는 듯한,"['예쁘다', '굉장하다', '실밥', '붙다', '크다', '입다', '사이즈']"
371,핏도 좋네요 작은 예쁘고 선물용으로 샀는데 사이즈도 똑같이,핏도 좋네요 작은 예쁘고 선물용으로 샀는데 사이즈도 똑같이,"['좋다', '작다', '예쁘다', '선물', '사다', '사이즈']"
372,탄탄하고 예뻐요 아주 소재가 만족합니다 디테일이 디자인,탄탄하고 예뻐요 아주 소재가 만족합니다 디테일이 디자인,"['탄탄하다', '예쁘다', '아주', '소재', '만족하다', '디테일', '디자인']"
373,살짝 아주 좋아여 아쉽긴한데 보부상가방으로 수납은 케이스 끼시는 두꺼운 만족합니다붙이기,살짝 아주 좋아 여 아쉽긴 한데 보부상 가방으로 수납은 케이스 끼 시는 두꺼운 만족합니다 붙이기,"['살짝', '아주', '좋다', '아쉽다', '가방', '수납', '케이스', '두껍다', '만족하다', '붙이다']"
374,예뻐요 만족합니다 유용하게 쓰겠어요 사계절 깔끔하고 편하고 젠사이 전체적으로 옷들은,예뻐요 만족합니다 유용하게 쓰겠어요 사 계절 깔끔하고 편하고 젠 사이 전체적으로 옷들은,"['예쁘다', '만족하다', '유용하다', '쓰다', '계절', '깔끔하다', '편하다', '사이', '전체']"
375,후드티 핏이 있습니다 입고 이쁩니다 아주 사봤지만 많이 만족하고,후드 티 핏이 있습니다 입고 이쁩니다 아주 사봤지만 많이 만족하고,"['후드', '입다', '예쁘다', '아주', '사보다', '만족하다']"
376,이쁩니다 옷도 아주 빠르고 배송도 마음에 들어요 너무,이쁩니다 옷도 아주 빠르고 배송도 마음에 들어 요 너무,"['예쁘다', '아주', '빠르다', '배송', '마음']"
377,한두개 편이라 질감도 좋고 정도만 저렴하게 잠그고 작게 있는 입으려고요,한두 개 편이라 질감도 좋고 정도만 저렴하게 잠그고 작게 있는 입으려고요,"['편이', '질감', '좋다', '저렴하다', '작다', '입다']"
378,핏이 이쁘고 톤업시켜 화사한 얼굴을 분위기 데일리룩 추천합니다 줘요소재좋고 선명하면서도,핏이 이 쁘고 톤 업시켜 화사한 얼굴을 분위기 데일리룩 추천합니다 줘 요 소재 좋고 선명하면서도,"['화사하다', '얼굴', '일리', '추천', '소재', '좋다', '선명하다']"
379,핏도 좋네요 이쁘고 원단도 색깔도 보들보들 마음에 들어요,핏도 좋네요 이 쁘고 원단도 색깔도 보들보들 마음에 들어요,"['좋다', '원단', '색깔', '마음']"
380,향도 편하게 좋아요 좋고 있어서 생각보다 뿌릴 너무,향도 편하게 좋아요 좋고 있어서 생각보다 뿌릴 너무,"['편하다', '좋다', '좋다', '생각', '뿌리다']"
381,좋아요 적당하고 이쁩니다 아주 무엇보다 디자인이 두께도,좋아요 적당하고 이쁩니다 아주 무엇보다 디자인이 두께도,"['좋다', '적당하다', '예쁘다', '아주', '디자인', '두께']"
382,같아요 편하게 생각보다 두께가 재질입니다 굉장히 있고 입을수있을거 와이드한 핏이네요,같아 요 편하게 생각보다 두께가 재질입니다 굉장히 있고 입을 수 있을 거 와이드 한 핏이네요,"['편하다', '생각', '두께', '재질', '굉장하다', '와이드']"
383,짱짱하고 좋아서 전체적으로 자주 입을 완전 예뻐요 색감도 길이 같아요,짱짱하고 좋아서 전체적으로 자주 입을 완전 예뻐요 색감도 길이 같아요,"['짱짱하다', '좋다', '전체', '자주', '예쁘다', '색감', '길이']"
384,좋을 빠르고 배송도 들고 다니기 같아요 가벼워서,좋을 빠르고 배송도 들고 다니기 같아 요 가 벼워서,"['좋다', '빠르다', '배송', '다니다', '벼워']"
385,좋고 해야 하니 하네요평소 편안합니다 착화감도 좋고색감도 운동화 색상도 사이즈,좋고 해야 하니 하네요 평소 편안합니다 착화감도 좋고 색감도 운동화 색상도 사이즈,"['좋다', '하니', '평소', '편안하다', '감다', '좋다', '색감', '운동화', '색상', '사이즈']"
386,맘에 들어요 생각보다 같습니다 아쉽지만 얇습니다 여름철에 착용할 그래서 빈티지한,맘에 들어 요 생각보다 같습니다 아쉽지만 얇습니다 여름철에 착용할 그래서 빈티지한,"['생각', '아쉽다', '얇다', '여름철', '착용', '빈티']"
387,핏으로 좋습니다 예뻐요 스트레이트 가성비도,핏으로 좋습니다 예뻐요 스트레이트 가성비도,"['좋다', '예쁘다', '가성비', '비도']"
388,가성비 너무 좋아요 짱짱하고 다시살거같아요 고정할수있는 너무좋고 부분까지있어 보조로 데일리로,가성비 너무 좋아요 짱짱하고 다시 살 거 같아 요 고정할 수 있는 너무 좋고 부분까지 있어 보조로 데일리로,"['가성비', '좋다', '짱짱하다', '좋다', '일리']"
389,이쁘고 맘에 드네요 반지가 주문하겠습니다 다음에도 듭니다 작아보이고 얼굴도 썻을때,이쁘고 맘에 드네요 반지가 주문하겠습니다 다음에도 듭니다 작아 보이고 얼굴도 썻을 때,"['예쁘다', '드네', '반지', '주문', '에도', '듭니', '작다', '보이', '얼굴']"
390,좋아요 디자인도 원사이즈라 예뻐서 아쉽긴하지만 심플하게 수납도 무난무난하고 가벼워요 넉넉하고,좋아요 디자인도 원 사이즈라 예뻐서 아쉽긴 하지만 심플하게 수납도 무난무난하고 가 벼워요 넉넉하고,"['좋다', '디자인', '사이즈', '예쁘다', '아쉽다', '심플', '수납', '무난', '무난', '벼워', '넉넉하다']"
391,색감 상품 만족합니다 마음에 디자인 듭니다,색감 상품 만족합니다 마음에 디자인 듭니다,"['색감', '상품', '만족하다', '마음', '디자인', '듭니']"
392,진짜 이뻐요 색상이 빠르고 배송도 렌즈 너무 가볍고,진짜 이 뻐요 색상이 빠르고 배송도 렌즈 너무 가볍고,"['색상', '빠르다', '배송', '렌즈', '가볍다']"
393,좋습니다 조금 운동시에 아쉬워요 숨쉬기에 빠르고 배송도 목부분이,좋습니다 조금 운동 시에 아쉬워요 숨쉬기에 빠르고 배송도 목 부분이,"['좋다', '운동', '아쉽다', '빠르다', '배송']"
394,좋아요 그래서 제품입니다 재구매합니다 애용했던 따뜻하고 기모가 길어서 길이가 넓고,좋아요 그래서 제품입니다 재구매합니다 애용했던 따뜻하고 기 모가 길어서 길이가 넓고,"['좋다', '제품', '애용', '따뜻하다', '기다', '길이', '넓다']"
395,핏이 아주 색감도 맘에 드네요 괜찮고 가성비굿입니다,핏이 아주 색감도 맘에 드네요 괜찮고 가성비 굿입니다,"['아주', '색감', '드네', '괜찮다', '가성비']"
396,좋고 배송도 필수템입니다 워낙 어울리는 빨랐어요 빨라요 봄에 마리떼 마감도,좋고 배송도 필수 템입니다 워낙 어울리는 빨랐어요 빨라요 봄에 마리떼 마감도,"['좋다', '배송', '필수', '워낙', '어울리다', '빠르다', '빠르다', '마감']"
397,배송도 가격대비 빠르고색상디자인모두화면그대로이고사이즈도적당하고 가볍고예뻐요 기본 빠르고 라방때삿는데 예쁨 마감도 초스피드구여,배송도 가격 대비 빠르고 색상 디자인 모두 화면 그대로이고 사이즈도 적당하고 가볍고 예뻐요 기본 빠르고 라방 때 삿는데 예쁨 마감도 초스피드 구여,"['배송', '가격', '대비', '빠르다', '색상', '디자인', '화면', '그대로', '사이즈', '적당하다', '가볍다', '예쁘다', '기본', '빠르다', '삿는데', '예쁘다', '마감', '구여']"
398,좋습니다 좋네요 입기편하고 원단도 오버핏이라서 자연스러워서 발색도 발림성 괜찮아요 튀지도,좋습니다 좋네요 입 기 편하고 원단도 오버핏이라서 자연스러워서 발색도 발림성 괜찮아요 튀지도,"['좋다', '좋다', '편하다', '원단', '오버핏', '이라서', '자연스럽다', '색도', '발림', '괜찮다', '튀다']"
399,예뻐요 샀는데 작은사이즈로 맞네요 주름은 져요 어색해서 버뮤다팬츠는 역시 유니크해여,예뻐요 샀는데 작은 사이즈로 맞네요 주름은 져요 어색해서 버뮤다 팬츠는 역시 유니크해여,"['예쁘다', '사다', '작다', '사이즈', '맞다', '주름', '지다', '어색하다', '버뮤다', '팬츠', '유니크']"
400,좋고 색감도 아주 짱짱해요 무탠다드 무난한 의사가 만족해요재구매 사이즈랑 싼맛에,좋고 색감도 아주 짱짱 해요 무탠다드 무난한 의사가 만족해요 재구매 사이즈랑 싼 맛에,"['좋다', '색감', '아주', '짱짱', '무탠', '다드', '무난', '의사', '만족하다', '사이즈', '싸다']"
401,핏감 좋습니다 좋고 아주 색감 디자인 기장도 같아요,핏감 좋습니다 좋고 아주 색감 디자인 기장도 같아요,"['핏감', '좋다', '좋다', '아주', '색감', '디자인', '기장']"
402,생각보다 펄이 퍼석퍼석 코가 올라가고 예뻐요 얇게 아주 빛나는 반짝반짝,생각보다 펄이 퍼석퍼석 코가 올라가고 예뻐요 얇게 아주 빛나는 반짝반짝,"['생각', '예쁘다', '얇다', '아주']"
403,너무 진짜 이뻐요 살집 편인데도 최고임 있는 이뻐여 하나 낮은편이고,너무 진짜 이 뻐요 살 집 편인데도 최고 임 있는 이 뻐여 하나 낮은 편이고,"['펴다', '최고', '낮다', '편이']"
404,같아요 편하게 좋은 근데 않아서 휘뚜루막뚜루 완전 신기 사용할 발볼도,같아 요 편하게 좋은 근데 않아서 휘뚜루 막뚜루 완전 신기 사용할 발볼도,"['편하다', '좋다', '휘뚜루', '신기', '사용', '발볼']"
405,이뻐요 색감도 촉감이너무좋네요 그런질감이네요 가죽처럼 전체적으로 입을게요 스타일 너무 그렇고,이 뻐요 색감도 촉감이 너무 좋네요 그런 질감이네요 가죽처럼 전체적으로 입을 게요 스타일 너무 그렇고,"['색감', '촉감', '좋다', '질감', '가죽', '전체', '게요', '스타일']"
406,있을 입을 이쁘고 색깔도 무난하게 같아요,있을 입을 이 쁘고 색깔도 무난하게 같아요,"['색깔', '무난']"
407,퀄리티 좋아요 좋고 입기 이쁘고 여름에 데일리로,퀄리티 좋아요 좋고 입기 이 쁘고 여름에 데일리로,"['퀄리티', '좋다', '좋다', '입다', '여름', '일리']"
408,질도 좋아요 좋고 제품입니다 정말 디자인도 가성비,질도 좋아요 좋고 제품입니다 정말 디자인도 가성비,"['질도', '좋다', '좋다', '제품', '디자인', '가성비']"
409,좋아요 예쁘고 착화감 정사이즈 잘맞네요 실물이 여자친구 사줬는데 마음에 들어해요,좋아요 예쁘고 착화감 정사이즈 잘 맞네요 실물이 여 자친구 사줬는데 마음에 들어 해요,"['좋다', '예쁘다', '자다', '맞다', '실물', '친구', '사주다', '마음']"
410,편하게 있는 가격대비 조직감이 입기에 있지만 이라기엔 색감은 원단의 없습니다,편하게 있는 가격 대비 조직감이 입기에 있지만 이라기엔 색감은 원단의 없습니다,"['편하다', '가격', '대비', '입다', '색감', '원단']"
