,document,spac_doc,token_doc
4469,이뻐요 샀어요 너무 입으면 사세요 리뷰보고 전부터 색상이 디자인이나 너뮤,이 뻐요 샀어요 너무 입으면 사세요 리뷰 보고 전부터 색상이 디자인이나 너뮤,"['사다', '입다', '사다', '리뷰', '색상', '디자인']"
4470,다른 좋아요 같아요 가격대비 컬러로도 줄어들지도 좋을것 같구요 않을것 탄탄하니,다른 좋아요 같아 요 가격 대비 컬러로도 줄어들지도 좋을 것 같구 요 않을 것 탄탄하니,"['좋다', '가격', '대비', '컬러', '줄어들다', '좋다', '탄탄하다']"
4471,핏도좋고 추워지는 좋아서 있습니다ㅎㅎ 입으려고 샀는데 사용하고 만족하면서 날씨에 가격도,핏도 좋고 추워지는 좋아서 있습니다ㅎㅎ 입으려고 샀는데 사용하고 만족하면서 날씨에 가격도,"['좋다', '추워지다', '좋다', '입다', '사다', '사용', '만족하다', '날씨', '가격']"
4472,잠옷으로 하나 싶어요 것도 년전애 목부분은 보풀만 사서 샀어요 생겼지,잠옷으로 하나 싶어요 것도 년 전 애 목 부분은 보풀만 사 서 샀어요 생겼지,"['잠옷', '보풀', '서다', '사다', '생기다']"
4473,좋네요 오히려 생각보다 짧았지만 제격이라 무더운날에는 길이감은 크게 좋아해서 입는,좋네요 오히려 생각보다 짧았지만 제격이라 무더운 날에는 길이감은 크게 좋아해서 입는,"['좋다', '생각', '짧다', '무덥다', '길이', '감다', '크게', '좋아하다', '입다']"
4474,좋아요 저렴하게 구입해서 잘구매했네요 색감이며 재질까지 두께 관심있던 상품을 평소,좋아요 저렴하게 구입해서 잘 구매했네요 색감이며 재질까지 두께 관심 있던 상품을 평소,"['좋다', '저렴하다', '구입', '자다', '구매', '색감', '이며', '재질', '두께', '상품', '평소']"
4475,입기 살짝 휘뚜루 색감이 느낌이에요 다른데 두껍고 디자인 따뜻하고 따뜻해요,입기 살짝 휘뚜루 색감이 느낌이에요 다른 데 두껍고 디자인 따뜻하고 따뜻해요,"['입다', '살짝', '휘뚜루', '색감', '느낌', '두껍다', '디자인', '따뜻하다', '따뜻하다']"
4476,적당한 인거같아요 기장감으로 가격,적당한 인거 같아 요 기장감으로 가격,"['적당하다', '기장', '가격']"
4477,품질 좋아요 빠르고 배송도 모두만족합니다 가격,품질 좋아요 빠르고 배송도 모두 만족합니다 가격,"['품질', '좋다', '빠르다', '배송', '만족하다', '가격']"
4478,색감이 이쁘고일반적인실보다 고급스러운느낌이납니다 역싀 믿고사는노운입니당 매우 맘에드네요 착화감은 쏘쏘지만 슬리퍼,색감이 이 쁘고 일반적인 실보다 고급스러운 느낌이 납니다 역 싀 믿고 사는 노운입니 당 매우 맘에드네요 착화감은 쏘쏘지만 슬리퍼,"['색감', '일반', '고급스럽다', '느낌', '믿다', '살다', '놓다', '에드', '감다', '쏘다', '쏘다', '슬리퍼']"
4479,훨씬 포함해서 가죽이어서 고급진 고퀄리티 기본끈 나온 나요 느낌이 대로,훨씬 포함해서 가죽이어서 고급 진 고퀄리티 기본끈 나온 나요 느낌이 대로,"['가죽', '고급', '퀄리티', '기본', '나요', '느낌']"
4480,엄청 빨라요 배송이 할인 쿠폰 샀습니다 사용해서 편리합니다 색상도 사진이랑,엄청 빨라 요 배송이 할인 쿠폰 샀습니다 사용해서 편리합니다 색상도 사진이랑,"['빠르다', '배송', '할인', '쿠폰', '사다', '사용', '편리하다', '색상', '사진']"
4481,가볍고 좋은데 입기엔 단독으로 딱입니다 흐믈거림 이너용으로 자꾸만 좋아요원단도 코가,가볍고 좋은데 입기엔 단독으로 딱입니다 흐믈 거림 이너용으로 자꾸만 좋아요원단도 코가,"['가볍다', '좋다', '입다', '단독', '딱이다', '좋다', '원단']"
4482,귀여워요 항상 약해서 금이 끼고잤더니 내구성이 다람쥐가 말해뭐해 무엇보다 수면잠옷은,귀여워요 항상 약해서 금이 끼고 잤더니 내구성이 다람쥐가 말해 뭐 해 무엇보다 수면 잠옷은,"['귀엽다', '항상', '약하다', '자다', '구성', '잠옷']"
4483,근데 조금 털이 엄청 보온성 않고 싸보이진 해요 빠지는거 부실해,근데 조금 털이 엄청 보온성 않고 싸 보이진 해요 빠지는 거 부실해,"['보온', '싸다', '빠지다']"
4484,있지만 예뻐서 색이 샀어요 비싼 다소 감이 가격은,있지만 예뻐서 색이 샀어요 비싼 다소 감이 가격은,"['예쁘다', '사다', '비싸다', '가격']"
4485,많이 핏이 스판이 걱정되지만 포함되어서 늘어남이 해요 이쁘긴 인데도 고무줄,많이 핏이 스판이 걱정되지만 포함되어서 늘어남이 해요 이쁘긴 인데도 고무줄,"['걱정', '늘어나다', '예쁘다', '고무줄']"
4486,입을것 여름에 싶네요 시원한 소재라 색상도 구매하고 같아요다른,입을 것 여름에 싶네요 시원 한 소재라 색상도 구매하고 같아요 다른,"['여름', '시원', '소재', '색상', '구매']"
4487,아주 같아요 예쁘고 살짝 팔목에 껴놓고 빤짝빤짝해서 사진과 색상 뚜렷합니다,아주 같아 요 예쁘고 살짝 팔목에 껴놓고 빤짝빤짝해서 사진과 색상 뚜렷합니다,"['아주', '예쁘다', '살짝', '끼다', '사진', '색상']"
4488,지금입기 좋은상품 좋고 재질도 상품 딱입니다 가격대비,지금 입기 좋은 상품 좋고 재질도 상품 딱입니다 가격 대비,"['입다', '좋다', '상품', '좋다', '재질', '상품', '딱이다', '가격', '대비']"
4489,흐물한 좋다구요 원단인데 얇고 시원하고 가볍고,흐물한 좋다구요 원단인데 얇고 시원하고 가볍고,"['좋다', '원단', '얇다', '시원하다', '가볍다']"
4490,데케트 바지 허리는 되었는데 만족스러워서 맞았습니다와이드 매치해주시면 맨투맨과 몇벌을 바지사이즈를,데케트 바지 허리는 되었는데 만족스러워서 맞았습니다와이드 매치해 주시면 맨투맨과 몇 벌을 바지 사이즈를,"['바지', '허리', '만족스럽다', '맞다', '와이드', '매치', '맨투맨', '바지', '사이즈']"
4491,좋아요재질은 전체기장 소매길이 부드럽구요색상과 보통정도 맘에 디자인 들어요 나름 길어서,좋아요 재질은 전체 기장 소매길이 부드럽 구요 색상과 보통 정도 맘에 디자인 들어 요 나름 길어서,"['좋다', '재질', '전체', '기장', '소매', '길이', '부드럽다', '구요', '색상', '보통', '디자인', '나름', '기다']"
4492,달라붙는 너무 티나서 좋을거같아요 좋아요 입으면 입기엔 옷을 옷에는 오프숄더랑,달라붙는 너무 티나서 좋을 거 같아 요 좋아요 입으면 입기엔 옷을 옷에는 오프숄더랑,"['달라붙다', '좋다', '좋다', '입다', '입다']"
4493,흰양말 자주 이뻐서 오래신으면 양말 신습니다 신고 물들어요 누렇게 그래도,흰 양말 자주 이 뻐서 오래 신으면 양말 신습니다 신고 물들어요 누렇게 그래도,"['희다', '양말', '자주', '오래', '신다', '양말', '신다', '신고']"
4494,입을수있겠네요 입기좋을것 원단촉감이 여름에 얇아서 시원한 시원하게 색감이 같아요,입을 수 있겠네요 입기 좋을 것 원단 촉감이 여름에 얇아서 시원한 시원하게 색감이 같아요,"['입다', '좋다', '원단', '촉감', '여름', '얇다', '시원하다', '시원하다', '색감']"
4495,시보리도 역시 모르겠는데 현상이라 매우 샀었다가 샀는데 사봤습니다 브랜드의 봅니다,시보리도 역시 모르겠는데 현상이라 매우 샀었다가 샀는데 사봤습니다 브랜드의 봅니다,"['보리', '사다', '사다', '사보다', '브랜드']"
4496,엄청 사이즈 추천 좋아요 같습니다 적당히 해요 작으시면 무조건 커요,엄청 사이즈 추천 좋아요 같습니다 적당히 해요 작으시면 무조건 커요,"['사이즈', '추천', '좋다', '적당하다', '작다', '무조건', '크다']"
4497,편하고 너무 쉐입도 잘어울릴거같아요 듣던대로 어디든 심플해서 난다고 돌려가며 매일,편하고 너무 쉐입도 잘 어울릴 거 같아 요 듣던 대로 어디든 심플해서 난다고 돌려가며 매일,"['편하다', '쉐입', '자다', '어울리다', '심플', '돌리다', '매일']"
4498,좋아요 무난하게 코디하기 옷에 어울려서 모든 하기 포장 질도 잡아주고,좋아요 무난하게 코디하기 옷에 어울려서 모든 하기 포장 질도 잡아주고,"['좋다', '무난', '코디', '어울리다', '포장', '질도', '잡다']"
4499,보고 구매 너무 예뻐요 했네요 싶어서 계속 다시 바로 사야겠다,보고 구매 너무 예뻐요 했네요 싶어서 계속 다시 바로 사야겠다,"['구매', '예쁘다', '사다']"
4500,샀는데 좋아요 티셔츠 확실히 향이 입욕제 반신욕할 러쉬에서 딱입니다 드디어,샀는데 좋아요 티셔츠 확실히 향이 입욕제 반신욕할 러쉬에서 딱입니다 드디어,"['사다', '좋다', '티셔츠', '확실하다', '딱이다', '드디어']"
4501,화이트도 아니지만 광택같은게 그자체이고 나서 넉넉한 넣어 놓기 느껴져서심심하지 느낌이,화이트도 아니지만 광택 같은 게 그 자체이고 나서 넉넉한 넣어 놓기 느껴져서 심심하지 느낌이,"['화이트', '광택', '나서다', '넉넉하다', '넣다', '놓다', '느껴지다', '느낌']"
4502,좋네요 이쁩니다 너무 파세용 시원한 소재라서 마니마니 그런가 트위치 얇아서,좋네요 이쁩니다 너무 파 세용 시원한 소재라서 마니 마니 그런 가 트위치 얇아서,"['좋다', '예쁘다', '시원하다', '소재', '말다', '말다', '얇다']"
4503,좋아요 재질에 있는 입을수 옷이 시원하게 느낌이 네이비색감 넉넉하네요 굉장히,좋아요 재질에 있는 입을 수 옷이 시원하게 느낌이 네이비 색감 넉넉하네요 굉장히,"['좋다', '재질', '시원하다', '느낌', '네이비', '색감', '넉넉하다', '굉장하다']"
4504,쨍하니 지금 색도 맞아서 맘에드네요 귀여운 같아요,쨍하니 지금 색도 맞아서 맘에드네요 귀여운 같아요,"['색도', '맞다', '에드', '귀엽다']"
4505,편해서 졸귀탱탱볼이에용 조아용 완전 아주 신발이 발도,편해서 졸 귀탱탱볼이 에 용 조아용 완전 아주 신발이 발도,"['편하다', '좋다', '아주', '신발', '발도']"
4506,입어도 비추천드립니다약간남자아이같아집니다 좋아요여자아이는 이뻐요일상복으로 봄이랑 예쁘네요 두께감입니다 크롭한 기장이며 될듯한,입어도 비추천드립니다 약간 남자 아이 같아집니다 좋아요 여자 아이는 이 뻐요일상복으로 봄이랑 예쁘네요 두께 감입니다 크롭 한 기장이며 될 듯한,"['입다', '추천', '드리다', '남자', '지다', '좋다', '여자', '상복', '예쁘다', '두께', '크롭', '기장', '이며']"
4507,이쁘고 얇아서 틱하지만 좋아유 싼마이 디자인이 힘들어요 옷이 아름답고 사랑스러워요,이쁘고 얇아서 틱하지만 좋아 유 싼 마이 디자인이 힘들어요 옷이 아름답고 사랑스러워요,"['예쁘다', '얇다', '좋다', '싸다', '마이', '디자인', '힘들다', '사랑스럽다']"
4508,너무 크랙까지 좋당 좀더큰것도봐야쥥 이뿜카드개 안싼티나고 무슨일이야 담엔 넣으니까 꽉차긴한데,너무 크랙까지 좋당 좀 더 큰 것도 봐야 쥥 이 뿜카드 개 안 싼티나 고 무슨 일이야 담엔 넣으니까 꽉 차긴 한데,"['좋다', '크다', '카드', '싸다', '넣다']"
4509,입니다 크게 무드가 같습니다 같은제품인데 귀에 깊이감으로 나온거 네이비색상보다 매력적인,입니다 크게 무드가 같습니다 같은 제품인데 귀에 깊이감으로 나온 거 네이비 색상보다 매력적인,"['크게', '무드', '제품', '깊이', '네이비', '색상', '매력']"
4510,퀄리티 좋은듯 좋고 생각보다 부들부들합니다 너무 가성비로,퀄리티 좋은 듯 좋고 생각보다 부들부들합니다 너무 가성비로,"['퀄리티', '좋다', '좋다', '생각', '부들부들하다', '가성비']"
4511,생각보다 좋아요 좋고 수납력이 안쪽 겉보기엔 공간이 넓어서 휴대성은 가벼워서,생각보다 좋아요 좋고 수납력이 안쪽 겉보기엔 공간이 넓어서 휴대성은 가 벼워서,"['생각', '좋다', '좋다', '수납', '안쪽', '공간', '넓다', '휴대', '성은', '벼워']"
4512,좋아요 입고 구입했어요 디자인 몆개 맨투맨 뺏어가서 매니아 신랑 신랑이,좋아요 입고 구입했어요 디자인 몆 개 맨투맨 뺏어가서 매니아 신랑 신랑이,"['좋다', '입다', '구입', '디자인', '맨투맨', '뺏다', '신랑', '신랑']"
4513,있는 비치기 방수가 밖에서 못해서 모르겠습니다안이 레터링 때문에 들어 프린팅이나,있는 비치기 방수가 밖에서 못해서 모르겠습니다안이 레터링 때문에 들어 프린팅이나,"['비치다', '안이', '레터링', '프린팅']"
4514,진짜 이뻐요 얇고 배송이 린넨이라 늦긴했지만 그래도 확정 합니다 오자마자,진짜 이 뻐요 얇고 배송이 린 넨이라 늦긴 했지만 그래도 확정 합니다 오자마자,"['얇다', '배송', '늦다']"
4515,포인트 주기도 좋은 여름에 시원하게 색상이네요,포인트 주기도 좋은 여름에 시원하게 색상이네요,"['포인트', '좋다', '여름', '시원하다', '색상']"
4516,탁하고 좋아서 재질이 않아요 색은 샀어요 밝지,탁하고 좋아서 재질이 않아 요 색은 샀어요 밝지,"['좋다', '재질', '사다', '밝다']"
4517,많이 이뻐요 항상 와요 가방이 가방입니다로고 너무 들기 마감이 만족스러워요여름에,많이 이 뻐요 항상 와 요 가방이 가방입니다로 고 너무 들 기 마감이 만족스러워요 여름에,"['항상', '가방', '가방', '마감', '만족스럽다', '여름']"
